iter	Logloss
505	0.3060751069
506	0.3060377809
507	0.3059851056
508	0.3059718742
509	0.305925908
510	0.3059087643
511	0.3058743374
512	0.305826393
513	0.3057955256
514	0.3057621269
515	0.3057205901
516	0.3056670963
517	0.305623327
518	0.3055816223
519	0.3055445729
520	0.3055158279
521	0.3054958127
522	0.3054613723
523	0.3054291029
524	0.3053906387
525	0.3053565906
526	0.3053232787
527	0.3052762953
528	0.3052135059
529	0.3051714824
530	0.3051226669
531	0.3050488134
532	0.3049948339
533	0.3049580658
534	0.304931015
535	0.3048949867
536	0.3048409289
537	0.304798267
538	0.3047332953
539	0.3046923734
540	0.3046271823
541	0.3045832315
542	0.3045421839
543	0.3045053491
544	0.304449662
545	0.3044024349
546	0.3043633968
547	0.304314776
548	0.3042724388
549	0.3042273127
550	0.3041999476
551	0.304169388
552	0.3041390656
553	0.3040943906
554	0.3040527342
555	0.3040151761
556	0.3039808802
557	0.3039435805
558	0.3039085352
559	0.3038885192
560	0.3038613861
561	0.3038125894
562	0.3037927736
563	0.3037520527
564	0.3037100893
565	0.3036858934
566	0.3036471825
567	0.3036174043
568	0.3035911264
569	0.3035355422
570	0.3034970807
571	0.3034513379
572	0.3034141432
573	0.3033586889
574	0.3033346198
575	0.303281872
576	0.3032571921
577	0.3032339997
578	0.3031878898
579	0.3031524937
580	0.3031119412
581	0.3030724016
582	0.3030484624
583	0.3030229812
584	0.3030000544
585	0.3029440702
586	0.3029141055
587	0.3028738332
588	0.3028360849
589	0.3027971443
590	0.3027738403
591	0.3027543058
592	0.3027176208
593	0.3026802043
594	0.3026524211
595	0.3026214516
596	0.3025853852
597	0.3025683986
598	0.3025190164
599	0.3024517321
600	0.302412377
601	0.302360091
602	0.3023217018
603	0.3022991146
604	0.3022598299
605	0.3021981211
606	0.3021517826
607	0.3021029916
608	0.3020682498
609	0.3020240667
610	0.3019759425
611	0.3019258621
612	0.301883056
613	0.3018410991
614	0.3018213925
615	0.3017759531
616	0.3017312388
617	0.3016927713
618	0.3016475258
619	0.3016078744
620	0.3015585459
621	0.3015145929
622	0.3014814139
623	0.3014337703
624	0.3013952393
625	0.3013687221
626	0.301323545
627	0.3013052346
628	0.3012508169
629	0.3012246655
630	0.3011791709
631	0.3011409712
632	0.3010966508
633	0.3010589367
634	0.3010205873
635	0.3009911399
636	0.300949493
637	0.3009246654
638	0.3008815011
639	0.300839489
640	0.3007943976
641	0.3007592018
642	0.3007167371
643	0.3006885421
644	0.3006700894
645	0.300634876
646	0.3006093605
647	0.3005785408
648	0.3005638676
649	0.3005160619
650	0.3004724639
651	0.3004307264
652	0.3003959606
653	0.3003515897
654	0.3003357027
655	0.3003098453
656	0.3002680171
657	0.3002235616
658	0.3001772117
659	0.3001302423
660	0.3000927384
661	0.30006127
662	0.3000248319
663	0.2999935353
664	0.2999541006
665	0.2999322747
666	0.2998886061
667	0.2998429572
668	0.2997865875
669	0.2997581048
670	0.2997240808
671	0.2996832391
672	0.2996575555
673	0.2996250258
674	0.2995889852
675	0.2995492311
676	0.2995130943
677	0.2994782381
678	0.2994433663
679	0.299399736
680	0.2993853525
681	0.2993431461
682	0.2993215115
683	0.2992912159
684	0.2992806086
685	0.2992385355
686	0.2992087157
687	0.2991704889
688	0.2991384107
689	0.2990835997
690	0.2990443007
691	0.2990107557
692	0.2989640794
693	0.2989307567
694	0.2988849559
695	0.2988519897
696	0.2988240164
697	0.2987875901
698	0.2987518551
699	0.29872577
700	0.2986875628
701	0.2986563832
702	0.2986226516
703	0.2985854524
704	0.2985610678
705	0.2985197742
706	0.2984644348
707	0.2984357355
708	0.2983812422
709	0.2983549534
710	0.2983324505
711	0.2982970975
712	0.2982652111
713	0.2982273468
714	0.2982067423
715	0.2981735824
716	0.2981388084
717	0.2981097447
718	0.2980700778
719	0.2980515699
720	0.2980127848
721	0.2979901392
722	0.2979523958
723	0.2979110615
724	0.2978754656
725	0.2978559133
726	0.2978138332
727	0.2977896786
728	0.2977501031
729	0.2977043811
730	0.2976615376
731	0.2976285228
732	0.2975865882
733	0.2975454879
734	0.2975099121
735	0.2974773144
736	0.2974353156
737	0.2974130242
738	0.297387272
739	0.2973539415
740	0.2973278851
741	0.2972991536
742	0.2972602875
743	0.2972365668
744	0.2972144845
745	0.2971841853
746	0.297157878
747	0.2971399408
748	0.297086053
749	0.2970450913
750	0.2970053243
751	0.2969826792
752	0.2969610993
753	0.2969296287
754	0.2969081641
755	0.2968778583
756	0.2968457396
757	0.296810023
758	0.2967709592
759	0.296736099
760	0.2967050989
761	0.2966670393
762	0.2966275802
763	0.2965974636
764	0.2965692059
765	0.2965327158
766	0.2964995
767	0.2964707036
768	0.2964340543
769	0.2963886454
770	0.2963482031
771	0.2963166248
772	0.2962708884
773	0.2962290963
774	0.2961955433
775	0.2961601431
776	0.2961261175
777	0.2961163705
778	0.2960803031
779	0.2960423031
780	0.2960002577
781	0.2959658948
782	0.2959307466
783	0.2958941831
784	0.2958446545
785	0.2958055934
786	0.2957658796
787	0.2957374107
788	0.2957086891
789	0.2956770531
790	0.2956493383
791	0.2956104141
792	0.2955584926
793	0.2955267983
794	0.2954936402
795	0.2954567008
796	0.2954161825
797	0.2953787945
798	0.2953476051
799	0.2953067269
800	0.2952692687
801	0.2952405837
802	0.2952057294
803	0.2951605883
804	0.2951298041
805	0.2950958784
806	0.2950629682
807	0.2950215786
808	0.2949871492
809	0.2949453093
810	0.2949121494
811	0.2948829456
812	0.2948458795
813	0.2948280187
814	0.2947963864
815	0.2947800392
816	0.2947471772
817	0.2947091911
818	0.2946892857
819	0.2946525778
820	0.2946116489
821	0.2945861379
822	0.2945528104
823	0.2945174583
824	0.2944820193
825	0.2944560229
826	0.2944123275
827	0.2943745961
828	0.294353433
829	0.294312528
830	0.2942926127
831	0.2942564572
832	0.2942172293
833	0.2941803558
834	0.2941465113
835	0.294107132
836	0.2940848934
837	0.2940565185
838	0.2940093253
839	0.2939771199
840	0.2939292283
841	0.2939128226
842	0.2938750661
843	0.2938514027
844	0.2938200401
845	0.2937842054
846	0.2937467935
847	0.2937132774
848	0.2936917874
849	0.2936578621
850	0.293634937
851	0.2936000673
852	0.29356173
853	0.2935274134
854	0.2934939196
855	0.2934715146
856	0.2934465106
857	0.293417142
858	0.2933903026
859	0.2933663774
860	0.2933160481
861	0.2932830683
862	0.2932576212
863	0.2932289094
864	0.2931941328
865	0.29315658
866	0.2931153352
867	0.2930930447
868	0.293052692
869	0.2930209458
870	0.2929939174
871	0.2929738756
872	0.2929321954
873	0.2929004464
874	0.2928775489
875	0.2928353844
876	0.2928167895
877	0.2927708766
878	0.2927370946
879	0.2927064162
880	0.2926691441
881	0.2926397804
882	0.2926242151
883	0.2925989886
884	0.2925631969
885	0.2925330369
886	0.2925093097
887	0.2924823487
888	0.2924434001
889	0.2924089065
890	0.2923797896
891	0.2923534992
892	0.2923134908
893	0.2922707159
894	0.2922382069
895	0.2922036426
896	0.2921895135
897	0.2921622426
898	0.2921221528
899	0.2921029043
900	0.2920780957
901	0.2920640891
902	0.2920372542
903	0.2920078386
904	0.2919877224
905	0.2919663753
906	0.29193862
907	0.2919058398
908	0.2918666141
909	0.2918403506
910	0.2918209312
911	0.2917859245
912	0.2917639782
913	0.291724611
914	0.2916811692
915	0.291657464
916	0.2916225498
917	0.2915969766
918	0.2915624471
919	0.2915328901
920	0.2915114618
921	0.2914734595
922	0.2914476653
923	0.2914246683
924	0.2913932577
925	0.2913616956
926	0.2913319464
927	0.2912975516
928	0.2912631048
929	0.2912285778
930	0.2912077444
931	0.2911722017
932	0.2911424881
933	0.2911037419
934	0.2910815752
935	0.2910480863
936	0.2910249947
937	0.2910069146
938	0.2909816079
939	0.2909574629
940	0.2909272052
941	0.2909078466
942	0.2908908545
943	0.2908616854
944	0.2908230575
945	0.2907906337
946	0.2907589608
947	0.2907326669
948	0.2906935281
949	0.2906584092
950	0.2906361083
951	0.2906020563
952	0.2905839797
953	0.2905458673
954	0.2905094134
955	0.2904727883
956	0.2904396576
957	0.2904048321
958	0.2903713202
959	0.2903315005
960	0.2902963911
961	0.2902618872
962	0.2902303043
963	0.2902042285
964	0.2901769177
965	0.2901610978
966	0.2901456061
967	0.2901080782
968	0.2900782046
969	0.290054385
970	0.2900236759
971	0.2899862705
972	0.289952399
973	0.2899316988
974	0.289902527
975	0.2898759208
976	0.2898483852
977	0.2898199429
978	0.2897961185
979	0.2897646483
980	0.2897397704
981	0.2897054616
982	0.2896728569
983	0.2896546777
984	0.2896239782
985	0.2895960209
986	0.2895656961
987	0.2895316747
988	0.289511015
989	0.2894847656
990	0.2894489222
991	0.2894139113
992	0.2893898347
993	0.2893610695
994	0.2893460341
995	0.2893115583
996	0.2892786308
997	0.2892583317
998	0.2892225236
999	0.2891890059
1000	0.2891536729
1001	0.2891158213
1002	0.2890938978
1003	0.2890562476
1004	0.2890129126
1005	0.2889783335
1006	0.2889451341
1007	0.2889036024
1008	0.2888825618
1009	0.2888550404
1010	0.2888188421
1011	0.288807228
1012	0.2887932818
1013	0.2887931591
1014	0.2887722607
1015	0.2887461758
1016	0.2887172654
1017	0.2886912543
1018	0.2886720466
1019	0.2886505394
1020	0.2886187356
1021	0.2885744051
1022	0.2885338115
1023	0.2885038107
1024	0.288485019
1025	0.2884634471
1026	0.2884405962
1027	0.2884048835
1028	0.2883769871
1029	0.2883406478
1030	0.2883190101
1031	0.2882860261
1032	0.2882585569
1033	0.2882314946
1034	0.2882075511
1035	0.2881692471
1036	0.2881367345
1037	0.2881087237
1038	0.2880750477
1039	0.2880507819
1040	0.2880222167
1041	0.2879987043
1042	0.2879686949
1043	0.2879450804
1044	0.2879135416
1045	0.2878836263
1046	0.2878515182
1047	0.2878347523
1048	0.2877989131
1049	0.2877687187
1050	0.2877428507
1051	0.2877119759
1052	0.287681967
1053	0.2876556481
1054	0.2876313846
1055	0.2876024973
1056	0.2875759381
1057	0.2875523395
1058	0.2875195066
1059	0.2875031603
1060	0.2874783913
1061	0.287462521
1062	0.2874311246
1063	0.2874018544
1064	0.2873688644
1065	0.2873595089
1066	0.2873409345
1067	0.2873148173
1068	0.2872902265
1069	0.2872589995
1070	0.2872301011
1071	0.2871995823
1072	0.2871795595
1073	0.2871475178
1074	0.2871283331
1075	0.2870943436
1076	0.2870550143
1077	0.2870341716
1078	0.2870095643
1079	0.2869769474
1080	0.2869570978
1081	0.286939581
1082	0.286899701
1083	0.2868603684
1084	0.2868222683
1085	0.2867927927
1086	0.2867617419
1087	0.2867315338
1088	0.2867116963
1089	0.2866757732
1090	0.2866510091
1091	0.2866257051
1092	0.2865979043
1093	0.2865716942
1094	0.2865473259
1095	0.2865166144
1096	0.2864890046
1097	0.2864581438
1098	0.2864283875
1099	0.2863952548
1100	0.2863736338
1101	0.2863481526
1102	0.2863208581
1103	0.2862962114
1104	0.2862758549
1105	0.2862460093
1106	0.2862322776
1107	0.2862044144
1108	0.2861771936
1109	0.286152845
1110	0.286115575
1111	0.2860923299
1112	0.2860756175
1113	0.2860509374
1114	0.2860210973
1115	0.2859924736
1116	0.2859574449
1117	0.2859247003
1118	0.2858927847
1119	0.2858753176
1120	0.2858453611
1121	0.2858130397
1122	0.285784905
1123	0.2857529379
1124	0.2857281036
1125	0.2857042204
1126	0.2856700818
1127	0.2856439358
1128	0.2856127736
1129	0.2855835886
1130	0.2855583268
1131	0.285530647
1132	0.2855013019
1133	0.2854772963
1134	0.2854476869
1135	0.285415509
1136	0.2853958353
1137	0.2853690657
1138	0.2853460501
1139	0.2853220222
1140	0.2852906808
1141	0.2852841029
1142	0.2852687435
1143	0.2852373917
1144	0.2852021357
1145	0.2851696393
1146	0.2851383214
1147	0.2851090229
1148	0.2850760642
1149	0.2850499555
1150	0.2850182253
1151	0.28498513
1152	0.2849701218
1153	0.2849432134
1154	0.2849162034
1155	0.284886783
1156	0.2848603588
1157	0.2848328127
1158	0.2848026646
1159	0.2847791527
1160	0.2847541341
1161	0.2847247705
1162	0.2846920526
1163	0.2846587919
1164	0.2846381883
1165	0.284616955
1166	0.284589825
1167	0.2845592037
1168	0.2845345426
1169	0.2845131906
1170	0.2844857069
1171	0.2844600538
1172	0.2844475165
1173	0.2844175236
1174	0.2844062771
1175	0.2843784951
1176	0.2843515324
1177	0.2843245495
1178	0.2843022517
1179	0.2842957989
1180	0.2842717564
1181	0.2842441702
1182	0.2842161423
1183	0.2841839389
1184	0.2841549864
1185	0.284141234
1186	0.2841141406
1187	0.2840971075
1188	0.2840787005
1189	0.2840603069
1190	0.284029046
1191	0.2840174484
1192	0.2839906238
1193	0.2839714944
1194	0.2839516499
1195	0.2839321562
1196	0.283910081
1197	0.2838822651
1198	0.2838601648
1199	0.2838378046
1200	0.2838145738
1201	0.2837902696
1202	0.2837595498
1203	0.2837377262
1204	0.2837050213
1205	0.2836780424
1206	0.2836499168
1207	0.2836248665
1208	0.2835923485
1209	0.2835623576
1210	0.2835422053
1211	0.2835100165
1212	0.2834828334
1213	0.2834575237
1214	0.2834279998
1215	0.2833972463
1216	0.2833768963
1217	0.2833503607
1218	0.2833252866
1219	0.2833089331
1220	0.2832796676
1221	0.2832506165
1222	0.2832254516
1223	0.2831968413
1224	0.2831664717
1225	0.2831364144
1226	0.2831132485
1227	0.2830874571
1228	0.2830590848
1229	0.2830352894
1230	0.2830074617
1231	0.2829742981
1232	0.2829457445
1233	0.2829188669
1234	0.2828892695
1235	0.2828692565
1236	0.2828418008
1237	0.282819009
1238	0.28279778
1239	0.2827681296
1240	0.2827416462
1241	0.2827112146
1242	0.2826930175
1243	0.2826700345
1244	0.2826449764
1245	0.2826189177
1246	0.2825929067
1247	0.2825690743
1248	0.2825539222
1249	0.2825209296
1250	0.2824945613
1251	0.2824703354
1252	0.2824391227
1253	0.2824122405
1254	0.2823910029
1255	0.2823588007
1256	0.2823298606
1257	0.2823038869
1258	0.2822807628
1259	0.2822626237
1260	0.2822457878
1261	0.2822275448
1262	0.2822036138
1263	0.2821721674
1264	0.2821390976
1265	0.2821128958
1266	0.2820846476
1267	0.2820669902
1268	0.2820425447
1269	0.2820241483
1270	0.2819972575
1271	0.2819689748
1272	0.2819426521
1273	0.2819180168
1274	0.2818975215
1275	0.2818719703
1276	0.2818486927
1277	0.2818195228
1278	0.281803129
1279	0.2817749207
1280	0.2817442843
1281	0.281718173
1282	0.2816931305
1283	0.2816595717
1284	0.2816392408
1285	0.2816148995
1286	0.2815884695
1287	0.2815667291
1288	0.2815518165
1289	0.2815198026
1290	0.2814932705
1291	0.2814703454
1292	0.2814435133
1293	0.2814141006
1294	0.2813862182
1295	0.2813713748
1296	0.281341803
1297	0.2813193224
1298	0.2812850615
1299	0.2812695566
1300	0.2812337883
1301	0.2812124803
1302	0.2811884562
1303	0.2811634822
1304	0.2811355907
1305	0.281115619
1306	0.2810875483
1307	0.2810633812
1308	0.2810289938
1309	0.2810041058
1310	0.2809769717
1311	0.2809608011
1312	0.280935637
1313	0.2809126147
1314	0.2808890753
1315	0.2808599314
1316	0.2808283424
1317	0.2808005167
1318	0.2807708337
1319	0.2807492376
1320	0.2807208738
1321	0.2806915844
1322	0.280666713
1323	0.2806420215
1324	0.2806134042
1325	0.2805886342
1326	0.2805675
1327	0.2805437491
1328	0.2805085246
1329	0.2804788108
1330	0.2804531781
1331	0.2804314884
1332	0.2804012818
1333	0.2803747359
1334	0.2803551343
1335	0.2803294648
1336	0.2803092289
1337	0.2802877504
1338	0.2802589159
1339	0.2802201188
1340	0.2801880591
1341	0.2801612332
1342	0.2801344021
1343	0.2801138612
1344	0.2800844734
1345	0.2800843854
1346	0.2800560118
1347	0.2800225085
1348	0.2799970628
1349	0.2799758011
1350	0.2799684376
1351	0.2799427643
1352	0.27991513
1353	0.2798886139
1354	0.2798580067
1355	0.2798327297
1356	0.2798083629
1357	0.2797838746
1358	0.2797575198
1359	0.2797321824
1360	0.2797086003
1361	0.2796868338
1362	0.2796574913
1363	0.2796367143
1364	0.2796115288
1365	0.2795911665
1366	0.2795762031
1367	0.279550636
1368	0.279528505
1369	0.279506231
1370	0.2794805664
1371	0.2794548644
1372	0.2794271639
1373	0.2794050483
1374	0.2793761072
1375	0.2793526476
1376	0.2793280012
1377	0.279306491
1378	0.2792856006
1379	0.2792682783
1380	0.2792487143
1381	0.2792367658
1382	0.2792099092
1383	0.2791864003
1384	0.2791677038
1385	0.2791463727
1386	0.2791214756
1387	0.2790956077
1388	0.2790825087
1389	0.2790586161
1390	0.2790356285
1391	0.2790041784
1392	0.2789763755
1393	0.2789526189
1394	0.2789273885
1395	0.2789064418
1396	0.2788805715
1397	0.2788566696
1398	0.2788346457
1399	0.2788017055
1400	0.2787793564
1401	0.2787551882
1402	0.2787296843
1403	0.2787093755
1404	0.2786875326
1405	0.278663732
1406	0.2786388319
1407	0.2786088641
1408	0.2785812867
1409	0.2785495123
1410	0.2785223001
1411	0.2785016008
1412	0.278477162
1413	0.2784475829
1414	0.2784203583
1415	0.2783982826
1416	0.2783663583
1417	0.2783398177
1418	0.2783157682
1419	0.2782926104
1420	0.2782701874
1421	0.2782403954
1422	0.2782157226
1423	0.2781873666
1424	0.2781723793
1425	0.2781600851
1426	0.2781443728
1427	0.2781156754
1428	0.2780915005
1429	0.2780653348
1430	0.2780391411
1431	0.2780209647
1432	0.2780091974
1433	0.2779838483
1434	0.277954968
1435	0.2779343685
1436	0.2779075031
1437	0.2778841811
1438	0.2778570195
1439	0.2778356345
1440	0.2778212828
1441	0.2778064072
1442	0.2778003595
1443	0.2777795399
1444	0.2777533709
1445	0.2777301094
1446	0.2777056458
1447	0.2776818036
1448	0.2776626827
1449	0.2776314477
1450	0.2776124471
1451	0.2775841824
1452	0.2775600161
1453	0.277536442
1454	0.2775076554
1455	0.2774879587
1456	0.2774678185
1457	0.2774430311
1458	0.2774160844
1459	0.2773898622
1460	0.277366744
1461	0.2773429004
1462	0.2773178399
1463	0.2773020247
1464	0.2772796365
1465	0.2772570365
1466	0.277236613
1467	0.2772130489
1468	0.2771909651
1469	0.2771740779
1470	0.2771617727
1471	0.2771387526
1472	0.2771147933
1473	0.2770912554
1474	0.2770768977
1475	0.2770524639
1476	0.2770368146
1477	0.2770157362
1478	0.2770080106
1479	0.2769810677
1480	0.2769548803
1481	0.2769300068
1482	0.2769083095
1483	0.276879934
1484	0.2768593213
1485	0.2768351779
1486	0.2768088736
1487	0.2767904034
1488	0.2767663552
1489	0.2767592532
1490	0.2767388008
1491	0.27671545
1492	0.2766933121
1493	0.2766683204
1494	0.2766478077
1495	0.2766251707
1496	0.2766011681
1497	0.2765801986
1498	0.2765575834
1499	0.2765333798
1500	0.2765088426
1501	0.2764887786
1502	0.2764647956
1503	0.27643804
1504	0.2764234921
1505	0.2763951374
1506	0.2763714781
1507	0.2763482687
1508	0.2763233576
1509	0.2762994334
1510	0.2762796545
